title,link,image,date
Zimbali Lakes – Phase 1 reaches practical completion,https://www.smec.com/general/zimbali-lakes-phase-1-reaches-practical-completion/,https://www.smec.com/wp-content/uploads/2022/09/6de792ea5d4de636292752f072aa58aa.jpg,"Apr 14, 2022"
Inauguration of Geographic Information System for Electricity Company of Ghana (ECG),https://www.smec.com/general/inauguration-of-geographic-information-system-for-electricity-company-of-ghana-ecg/,https://www.smec.com/wp-content/uploads/2022/09/35657a6d11a7f7af61c739c17d7d5cb8.jpg,"Apr 14, 2022"
SMEC Australia Wins 2021 ‘OneConsult’ Awards for ‘Collaboration for Project Excellence’,https://www.smec.com/general/smec-australia-wins-2021-oneconsult-awards-for-collaboration-for-project-excellence/,https://www.smec.com/wp-content/uploads/2022/09/e87d9cb68c3e722853c239a106a39da8.jpg,"Mar 31, 2022"
Bangladesh recognised for continuous innovation in HR strategy,https://www.smec.com/general/bangladesh-recognised-for-continuous-innovation-in-hr-strategy/,https://www.smec.com/wp-content/uploads/2022/09/b34f6db11e478955f7ff69ea0139655f.jpg,"Mar 30, 2022"
SMEC Announced 2022 Client Choice Award Winners,https://www.smec.com/general/smec-announced-2022-client-choice-award-winners-2/,https://www.smec.com/wp-content/uploads/2022/09/5bc9037c0ed5c03e1efd401af1e7374f.jpg,"Mar 30, 2022"
SMEC ANZ continues to be a WGEA Employer of Choice for Gender Equality,https://www.smec.com/general/smec-anz-continues-to-be-a-wgea-employer-of-choice-for-gender-equality/,https://www.smec.com/wp-content/uploads/2022/09/8316165761e2646b0f3793e788a4f299.jpg,"Mar 29, 2022"
Ghana Power Compact II reaches major milestone,https://www.smec.com/general/ghana-power-compact-ii-reaches-major-milestone/,https://www.smec.com/wp-content/uploads/2022/09/f14794295d4768938c0977168398a17b.jpg,"Mar 28, 2022"
SMEC and RITES to deliver General Consultancy services on Haryana Orbital Rail,https://www.smec.com/general/smec-and-rites-to-deliver-general-consultancy-services-on-haryana-orbital-rail/,https://www.smec.com/wp-content/uploads/2022/09/9cba434ff064782dd4139c252cc7c662.jpg,"Mar 25, 2022"
SMEC India recognised by the Great Place to Work institute,https://www.smec.com/general/smec-india-recognised-by-the-great-place-to-work-institute/,https://www.smec.com/wp-content/uploads/2022/09/fafe9cc82d919bb3cd9a7f9364969d4d-1.jpeg,"Mar 20, 2022"
SMEC Australia Celebrates Eight Finalists in the 2021 ‘OneConsult’ Awards,https://www.smec.com/general/smec-australia-celebrates-eight-finalists-in-the-2021-oneconsult-awards/,https://www.smec.com/wp-content/uploads/2022/09/511226742f46cab9e59cd519cce1fabf.jpg,"Mar 15, 2022"
SMEC Gauteng North Pretoria office meets Singaporean High Commissioner for South Africa,https://www.smec.com/general/smec-gauteng-north-pretoria-office-meets-singaporean-high-commissioner-for-south-africa/,https://www.smec.com/wp-content/uploads/2022/09/42787042cb43466ea6d8a1f8dabeabb5.jpg,"Mar 10, 2022"
Americas launch Women in SMEC Program,https://www.smec.com/general/americas-launch-women-in-smec-program/,https://www.smec.com/wp-content/uploads/2022/09/97d82566ce97ac9dd7475a84f3f31726.jpg,"Mar 3, 2022"
"Shuwaikh Port Expansion, Kuwait",https://www.smec.com/general/shuwaikh-port-expansion-kuwait/,https://www.smec.com/wp-content/uploads/2022/09/0a0ca4620cd1389c7593e728f7d0ca45.jpg,"Mar 1, 2022"
Cooperating for Central Asia’s renewable energy future,https://www.smec.com/general/cooperating-for-central-asias-renewable-energy-future/,https://www.smec.com/wp-content/uploads/2022/09/1a7e9f5758b206511a542f5dfdc81b3a.jpg,"Feb 28, 2022"
More hydropower for Pakistan,https://www.smec.com/general/more-hydropower-for-pakistan/,https://www.smec.com/wp-content/uploads/2022/09/2a5693631bd775fbf1b0f1873fa40b52.jpg,"Feb 27, 2022"
SMEC extends cash assistance to Philippines staff affected by Typhoon Rai,https://www.smec.com/general/smec-extends-cash-assistance-to-philippines-staff-affected-by-typhoon-rai/,https://www.smec.com/wp-content/uploads/2022/09/1516f6629f38abfd721c7bf19b3f8780.jpg,"Feb 24, 2022"
SMEC to review design of new seaport terminal in Solomon Islands,https://www.smec.com/general/smec-to-review-design-of-new-seaport-terminal-in-solomon-islands/,https://www.smec.com/wp-content/uploads/2022/09/ca9862d74c965a4d5d8a2aa9a6da1d6c.jpg,"Feb 23, 2022"
SMEC continues supporting India’s rural tap water initiative,https://www.smec.com/general/smec-continues-supporting-indias-rural-tap-water-initiative/,https://www.smec.com/wp-content/uploads/2022/09/92e026aa541f777ac8669f52370b0403.jpg,"Feb 15, 2022"
Sukkur to Multan Motorway recognised by Pakistan Engineering Congress,https://www.smec.com/general/sukkur-to-multan-motorway-recognised-by-pakistan-engineering-congress/,https://www.smec.com/wp-content/uploads/2022/09/bae2d0d98e03fef9439f69970fe954ed.jpg,"Feb 6, 2022"
SMEC Supporting AeroWest to deliver Western Sydney Airport landside civil package,https://www.smec.com/media-release/smec-supporting-aerowest-to-deliver-western-sydney-airport-landside-civil-package/,https://www.smec.com/wp-content/uploads/2022/08/SMEC-Supporting-AeroWest-to-deliver-Western-Sydney-Airport-landside-civil-package-1.jpg,"Feb 3, 2022"
SMEC in Bangladesh co-hosts The Marine Drive Expressway Project workshop,https://www.smec.com/general/smec-in-bangladesh-co-hosts-the-marine-drive-expressway-project-workshop/,https://www.smec.com/wp-content/uploads/2022/09/201a4a7d143b82bd1d39c66150e9890b.jpg,"Feb 1, 2022"
SMEC donates to caring for marginalised elderly women in the Philippines,https://www.smec.com/general/smec-donates-to-caring-for-marginalised-elderly-women-in-the-philippines/,https://www.smec.com/wp-content/uploads/2022/09/346b779c5878712e5ec55fa736159e1e.jpg,"Jan 21, 2022"
Habibie Razak appointed Executive Director of The Institution of Engineers Indonesia,https://www.smec.com/general/habibie-razak-appointed-executive-director-of-the-institution-of-engineers-indonesia/,https://www.smec.com/wp-content/uploads/2022/09/ef1502b71e97190d8d08cc8f05b20b33.jpg,"Jan 20, 2022"
SMEC partners with RITES Ltd. to deliver sustainable solutions on infrastructure development projects,https://www.smec.com/general/smec-partners-with-rites-ltd-to-deliver-sustainable-solutions-on-infrastructure-development-projects/,https://www.smec.com/wp-content/uploads/2022/09/177aebf6ce21a3fab684913892fa2263.jpg,"Jan 11, 2022"
"Lesotho Highlands Water Project Phase 2, Kingdom of Lesotho",https://www.smec.com/general/lesotho-highlands-water-project-phase-2-kingdom-of-lesotho/,https://www.smec.com/wp-content/uploads/2025/02/Lesotho-Highlands-Water-Project.webp,"Jan 7, 2022"
SMEC and local NGO complete learning centre project in Fiji,https://www.smec.com/general/smec-and-local-ngo-complete-learning-centre-project-in-fiji/,https://www.smec.com/wp-content/uploads/2022/09/SMEC-and-local-NGO-complete-learning-centre-project-in-Fiji.jpg,"Dec 17, 2021"
SMEC appointed to revive key Tajikistan road sections,https://www.smec.com/general/smec-appointed-to-revive-key-tajikistan-road-sections/,https://www.smec.com/wp-content/uploads/2022/09/SMEC-appointed-to-revive-key-Tajikistan-road-sections.jpg,"Dec 14, 2021"
SMEC assists in reconstructing a section of an international motorway in Kazakhstan,https://www.smec.com/general/smec-assists-in-reconstructing-a-section-of-an-international-motorway-in-kazakhstan/,https://www.smec.com/wp-content/uploads/2022/09/SMEC-assists-in-reconstructing-a-section-of-an-international-motorway-in-Kazakhstan.jpg,"Dec 14, 2021"
SMEC co-hosts Dhaka Metro Line 5 South stakeholder workshop in Bangladesh,https://www.smec.com/general/smec-co-hosts-dhaka-metro-line-5-south-stakeholder-workshop-in-bangladesh/,https://www.smec.com/wp-content/uploads/2022/09/SMEC-co-hosts-Dhaka-Metro-Line-5-South-stakeholder-workshop-in-Bangladesh.jpg,"Dec 2, 2021"
Empowering Ghana’s energy sector,https://www.smec.com/general/empowering-ghanas-energy-sector/,https://www.smec.com/wp-content/uploads/2022/09/Empowering-Ghanas-energy-sector.jpg,"Nov 22, 2021"
SMEC delivering concept design for important upgrade of South Australia’s largest dam,https://www.smec.com/general/smec-delivering-concept-design-for-important-upgrade-of-south-australias-largest-dam/,https://www.smec.com/wp-content/uploads/2022/09/SMEC-delivering-concept-design-for-important-upgrade-of-South-Australias-largest-dam.jpg,"Nov 21, 2021"
SMEC commences North East Link detailed design,https://www.smec.com/media-release/smec-commences-north-east-link-detailed-design/,https://www.smec.com/wp-content/uploads/2022/09/SMEC-commences-North-East-Link-detailed-design.jpg,"Nov 16, 2021"
Major stage of Australia’s biggest public transport project reaches completion,https://www.smec.com/general/major-stage-of-australias-biggest-public-transport-project-reaches-completion/,https://www.smec.com/wp-content/uploads/2022/09/Major-stage-of-Australias-biggest-public-transport-project-reaches-completion.jpg,"Nov 10, 2021"
Continuing to deliver water security for regional Australia,https://www.smec.com/general/continuing-to-deliver-water-security-for-regional-australia/,https://www.smec.com/wp-content/uploads/2022/09/Continuing-to-deliver-water-security-for-regional-Australia.jpg,"Oct 27, 2021"
SMEC and Surbana Jurong join Global Expert Team to deliver the Australia-Asia PowerLink Project,https://www.smec.com/general/smec-and-surbana-jurong-join-global-expert-team-to-deliver-the-australia-asia-powerlink-project/,https://www.smec.com/wp-content/uploads/2022/09/SMEC-and-Surbana-Jurong-join-Global-Expert-Team-to-deliver-the-Australia-Asia-PowerLink-Project.jpg,"Oct 20, 2021"
Supporting cyclone recovery in a rural Fiji primary school,https://www.smec.com/general/supporting-cyclone-recovery-in-a-rural-fiji-primary-school/,https://www.smec.com/wp-content/uploads/2021/10/Supporting-cyclone-recovery-in-a-rural-Fiji-primary-school.jpg,"Oct 12, 2021"
SMEC supporting improved road transport in Ethiopia,https://www.smec.com/general/smec-supporting-improved-road-transport-in-ethiopia/,https://www.smec.com/wp-content/uploads/2022/09/SMEC-supporting-improved-road-transport-in-Ethiopia.jpg,"Oct 7, 2021"
Karen Atkinson steps up executive leadership,https://www.smec.com/general/karen-atkinson-steps-up-executive-leadership/,https://www.smec.com/wp-content/uploads/2022/09/Karen-Atkinson-steps-up-executive-leadership.jpg,"Sep 30, 2021"
"Elecnor, GLC and SMEC break ground on New England Solar Farm",https://www.smec.com/general/elecnor-glc-and-smec-break-ground-on-new-england-solar-farm/,https://www.smec.com/wp-content/uploads/2022/09/Elecnor-GLC%E2%80%AFand%E2%80%AFSMEC-break-ground-on-New-England-Solar-Farm%E2%80%AF%E2%80%AF.jpg,"Sep 9, 2021"
SMEC’s Karen Atkinson joins International Hydropower Association board,https://www.smec.com/general/smecs-karen-atkinson-joins-international-hydropower-association-board/,https://www.smec.com/wp-content/uploads/2022/09/SMECs-Karen-Atkinson-joins-International-Hydropower-Association-board.jpg,"Aug 30, 2021"
Supporting a local municipality to safeguard sustainable access to water,https://www.smec.com/general/supporting-a-local-municipality-to-safeguard-sustainable-access-to-water/,https://www.smec.com/wp-content/uploads/2022/09/Supporting-a-local-municipality-to-safeguard-sustainable-access-to-water.jpg,"Aug 23, 2021"
SMEC Foundation continues support for global community initiatives,https://www.smec.com/general/smec-foundation-continues-support-for-global-community-initiatives/,https://www.smec.com/wp-content/uploads/2022/09/SMEC-Foundation-continues-support-for-global-community-initiatives.jpg,"Aug 19, 2021"
Delivering drinking water to Semarang City,https://www.smec.com/general/delivering-drinking-water-to-semarang-city/,https://www.smec.com/wp-content/uploads/2022/09/Delivering-drinking-water-to-Semarang-City.jpg,"Aug 19, 2021"
Encouraging the next generation,https://www.smec.com/general/encouraging-the-next-generation/,https://www.smec.com/wp-content/uploads/2021/08/Encouraging-the-next-generation.jpg,"Aug 17, 2021"
SMEC South Africa awarded Huguenot Tunnel project,https://www.smec.com/media-release/smec-south-africa-awarded-huguenot-tunnel-project/,https://www.smec.com/wp-content/uploads/2021/08/SMEC-South-Africa-awarded-Huguenot-Tunnel-project.jpg,"Aug 10, 2021"
SMEC to design axle load control stations across Bangladesh,https://www.smec.com/project-win/smec-to-design-axle-load-control-stations-across-bangladesh/,https://www.smec.com/wp-content/uploads/2022/09/SMEC-to-design-axle-load-control-stations-across-Bangladesh%E2%80%AF%E2%80%AF%E2%80%AF.jpg,"Aug 2, 2021"
Brisbane’s 2032 Olympic Games – a boost to the city’s infrastructure,https://www.smec.com/general/brisbanes-2032-olympic-games-a-boost-to-the-citys-infrastructure/,https://www.smec.com/wp-content/uploads/2022/09/Brisbanes-2032-Olympic-Games-%E2%80%93-a-boost-to-the-citys-infrastructure.jpeg,"Jul 22, 2021"
SMEC wins excellence award for bridge remedial works,https://www.smec.com/general/smec-wins-excellence-award-for-bridge-remedial-works/,https://www.smec.com/wp-content/uploads/2022/09/SMEC-wins-excellence-award-for-bridge-remedial-works.jpg,"Jul 21, 2021"
SMEC to supervise build of new Agribusiness Hub in Eastern Rwanda,https://www.smec.com/general/smec-to-supervise-build-of-new-agribusiness-hub-in-eastern-rwanda/,https://www.smec.com/wp-content/uploads/2022/09/SMEC-to-supervise-build-of-new-Agribusiness-Hub-in-Eastern-Rwanda.jpg,"Jul 21, 2021"
SMEC completes Distribution Master Plan Study in Tanzania,https://www.smec.com/general/smec-completes-distribution-master-plan-study-in-tanzania/,https://www.smec.com/wp-content/uploads/2022/09/SMEC-completes-Distribution-Master-Plan-Study-in-Tanzania.jpg,"Jul 19, 2021"
Subscribe to receive SMEC’s latest news!,https://www.smec.com/general/subscribe-to-receive-smecs-latest-news/,https://www.smec.com/wp-content/uploads/2022/09/Subscribe-to-receive-SMECs-latest-news.jpg,"Jul 19, 2021"
SMEC undertake ESIA on 100MW Hung Hai Gia Lai Wind Farm Project,https://www.smec.com/project-win/smec-to-undertake-esia-on-100mw-hung-hai-gia-lai-wind-farm-project/,https://www.smec.com/wp-content/uploads/2022/09/SMEC-to-undertake-ESIA-on-100MW-Hung-Hai-Gia-Lai-Wind-Farm-Project.jpg,"Jun 29, 2021"
Reconciliation takes action,https://www.smec.com/general/reconciliation-takes-action/,https://www.smec.com/wp-content/uploads/2022/09/Reconciliation-takes-action.jpg,"Jun 29, 2021"
Tatu City awards industrial infrastructure contract to SMEC,https://www.smec.com/project-win/tatu-city-awards-industrial-infrastructure-contract-to-smec/,https://www.smec.com/wp-content/uploads/2022/09/Tatu-City-awards-industrial-infrastructure-contract-to-SMEC.jpeg,"Jun 28, 2021"
SMEC releases 2020 Sustainability Report,https://www.smec.com/general/smec-releases-2020-sustainability-report/,https://www.smec.com/wp-content/uploads/2022/09/SMEC-releases-2020-Sustainability-Report.jpg,"Jun 18, 2021"
Increasing community impact through employee-led partnerships,https://www.smec.com/general/increasing-community-impact-through-employee-led-partnerships/,https://www.smec.com/wp-content/uploads/2022/09/Increasing-community-impact-through-employee-led-partnerships.jpg,"Jun 18, 2021"
SMEC & APP engaged as Independent Certifier on major Sydney motorway,https://www.smec.com/project-win/smec-app-engaged-independent-certifier-major-sydney-motorway/,https://www.smec.com/wp-content/uploads/2021/08/SMEC-APP-engaged-as-Independent-Certifier-on-major-Sydney-motorway.jpg,"Jun 11, 2021"
SMEC’s female engineers share keys to success in ICE Jakarta webinar,https://www.smec.com/general/smecs-female-engineers-share-keys-to-success-in-ice-jakarta-webinar/,https://www.smec.com/wp-content/uploads/2022/10/SMECs-female-engineers-share-keys-to-success-in-ICE-Jakarta-webinar.jpg,"Jun 9, 2021"
SMEC appointed to flood control work in Rwanda,https://www.smec.com/general/smec-appointed-to-flood-control-work-in-rwanda/,https://www.smec.com/wp-content/uploads/2022/10/SMEC-appointed-to-flood-control-work-in-Rwanda.jpg,"Jun 9, 2021"
SMEC to deliver concept design for reinstatement of Cowra Lines,https://www.smec.com/general/smec-to-deliver-concept-design-for-reinstatement-of-cowra-lines/,https://www.smec.com/wp-content/uploads/2022/10/SMEC-to-deliver-concept-design-for-reinstatement-of-Cowra-Lines.jpg,"Jun 7, 2021"
Improving community safety with removal of dangerous crossing,https://www.smec.com/general/improving-community-safety-with-removal-of-dangerous-crossing/,https://www.smec.com/wp-content/uploads/2022/10/Improving-community-safety-with-removal-of-dangerous-crossing.jpg,"Jun 2, 2021"
SMEC South Africa wins major bypass project,https://www.smec.com/project-win/smec-south-africa-wins-major-bypass-project/,https://www.smec.com/wp-content/uploads/2022/10/SMEC-South-Africa-wins-major-bypass-project.jpg,"May 7, 2021"
Contributing to climate resilience in Malawi,https://www.smec.com/general/contributing-to-climate-resilience-in-malawi/,https://www.smec.com/wp-content/uploads/2022/10/Contributing-to-climate-resilience-in-Malawi.jpg,"Apr 20, 2021"
SMEC South Africa receives top industry rankings in consulting engineering,https://www.smec.com/general/smec-south-africa-receives-top-industry-rankings-in-consulting-engineering-2/,https://www.smec.com/wp-content/uploads/2022/10/SMEC-South-Africa-receives-top-industry-rankings-in-consulting-engineering.jpg,"Apr 20, 2021"
SMEC expands presence in South Asia’s rail and metro sector,https://www.smec.com/general/smec-expands-presence-in-south-asias-rail-and-metro-sector/,https://www.smec.com/wp-content/uploads/2022/10/SMEC-expands-presence-in-South-Asias-rail-and-metro-sector.jpg,"Apr 20, 2021"
SMEC South Africa to consult on New Mega Schools Project in the Free State,https://www.smec.com/general/smec-south-africa-to-consult-on-new-mega-schools-project-in-the-free-state/,https://www.smec.com/wp-content/uploads/2022/10/SMEC-South-Africa-to-consult-on-New-Mega-Schools-Project-in-the-Free-State.jpg,"Apr 12, 2021"
SMEC releases 2020 Annual Review,https://www.smec.com/general/smec-releases-2020-annual-review/,https://www.smec.com/wp-content/uploads/2022/10/SMEC-releases-2020-Annual-Review.jpg,"Apr 12, 2021"
SMEC South Africa appointed Water Meter Management Consultant,https://www.smec.com/general/smec-south-africa-appointed-water-meter-management-consultant/,https://www.smec.com/wp-content/uploads/2022/10/SMEC-South-Africa-appointed-Water-Meter-Management-Consultant.jpg,"Apr 7, 2021"
Remote island’s sole airport upgrade improves critical infrastructure,https://www.smec.com/general/remote-islands-sole-airport-upgrade-improves-critical-infrastructure/,https://www.smec.com/wp-content/uploads/2022/10/Remote-islands-sole-airport-upgrade-improves-critical-infrastructure.jpg,"Apr 7, 2021"
SMEC secures role on historic Asseb Corridor Road project in Ethiopia,https://www.smec.com/general/smec-secures-role-on-historic-asseb-corridor-road-project-in-ethiopia/,https://www.smec.com/wp-content/uploads/2022/10/SMEC-secures-role-on-historic-Asseb-Corridor-Road-project-in-Ethiopia.jpg,"Mar 28, 2021"
SMEC wins architectural and engineering design of staff accommodation facility,https://www.smec.com/general/smec-wins-architectural-and-engineering-design-of-staff-accommodation-facility/,https://www.smec.com/wp-content/uploads/2022/10/SMEC-wins-architectural-and-engineering-design-of-staff-accommodation-facility.jpg,"Mar 25, 2021"
SMEC builds project portfolio in Ghana through strong partnership,https://www.smec.com/general/smec-builds-project-portfolio-in-ghana-through-strong-partnership/,https://www.smec.com/wp-content/uploads/2022/10/SMEC-builds-project-portfolio-in-Ghana-through-strong-partnership.jpg,"Mar 25, 2021"
"SMEC adds to Power project portfolio with new appointment in Meghalaya, India",https://www.smec.com/general/smec-adds-to-power-project-portfolio-with-new-appointment-in-meghalaya-india/,https://www.smec.com/wp-content/uploads/2022/10/SMEC-adds-to-Power-project-portfolio-with-new-appointment-in-Meghalaya-India.jpg,"Mar 24, 2021"
APP and SMEC awarded Independent Verifier role on AUD$2.6 Billion Sydney Gateway,https://www.smec.com/general/app-and-smec-awarded-independent-verifier-role-on-aud2-6-billion-sydney-gateway/,https://www.smec.com/wp-content/uploads/2022/10/APP-and-SMEC-awarded-Independent-Verifier-role-on-AUD2.6-Billion-Sydney-Gateway.jpg,"Mar 24, 2021"
Environmental Excellence at The Point,https://www.smec.com/general/environmental-excellence-at-the-point/,https://www.smec.com/wp-content/uploads/2022/10/Environmental-Excellence-at-The-Point.jpg,"Mar 23, 2021"
SMEC to deliver Project Verification for Brisbane Metro,https://www.smec.com/general/smec-to-deliver-project-verification-for-brisbane-metro/,https://www.smec.com/wp-content/uploads/2022/10/SMEC-to-deliver-Project-Verification-for-Brisbane-Metro.jpg,"Feb 16, 2021"
Significant progress on Hells Gates Irrigation Scheme,https://www.smec.com/project-win/significant-progress-on-hells-gates-irrigation-scheme/,https://www.smec.com/wp-content/uploads/2022/09/Significant-progress-on-Hells-Gates-Irrigation-Scheme.jpg,"Jan 29, 2021"
Renewing the future – an interview with CEO magazine,https://www.smec.com/general/renewing-the-future-an-interview-with-ceo-magazine/,https://www.smec.com/wp-content/uploads/2022/09/Renewing-the-future-an-interview-with-CEO-Magazine.jpg,"Jan 20, 2021"
SMEC partners with Deakin University to drive infrastructure research and development,https://www.smec.com/general/smec-partners-with-deakin-university-to-drive-infrastructure-research-and-development/,https://www.smec.com/wp-content/uploads/2022/10/SMEC-partners-with-Deakin-University-to-drive-infrastructure-research-and-development.jpg,"Dec 14, 2020"
SMEC-Jacobs JV to deliver detailed design for Rockhampton Ring Road,https://www.smec.com/general/smec-jacobs-jv-to-deliver-detailed-design-for-rockhampton-ring-road/,https://www.smec.com/wp-content/uploads/2022/10/SMEC-Jacobs-JV-to-deliver-detailed-design-for-Rockhampton-Ring-Road.jpg,"Dec 9, 2020"
"SMEC supporting the development of 11ha wetlands at The Grove, Tarneit",https://www.smec.com/general/smec-supporting-the-development-of-11ha-wetlands-at-the-grove-tarneit/,https://www.smec.com/wp-content/uploads/2022/10/SMEC-supporting-the-development-of-11ha-wetlands-at-The-Grove-Tarneit.jpg,"Dec 8, 2020"
Q&A with Pamela Arconado,https://www.smec.com/general/qa-with-pamela-arconado/,https://www.smec.com/wp-content/uploads/2022/10/QA-with-Pamela-Arconado.jpg,"Dec 2, 2020"
Supporting the next generation of civil engineers in Bangladesh,https://www.smec.com/general/supporting-the-next-generation-of-civil-engineers-in-bangladesh/,https://www.smec.com/wp-content/uploads/2022/10/Supporting-the-next-generation-of-civil-engineers-in-Bangladesh.jpg,"Nov 10, 2020"
SMEC and partners to deliver key sewage treatment plant upgrade,https://www.smec.com/general/smec-and-partners-to-deliver-key-sewage-treatment-plant-upgrade/,https://www.smec.com/wp-content/uploads/2022/10/SMEC-and-partners-to-deliver-key-sewage-treatment-plant-upgrade.jpg,"Nov 3, 2020"
SMEC win Gold at 2020 Consult Australia awards,https://www.smec.com/general/smec-win-gold-at-2020-consult-australia-awards/,https://www.smec.com/wp-content/uploads/2022/10/SMEC-win-Gold-at-2020-Consult-Australia-awards.jpg,"Nov 2, 2020"
SMEC South Africa celebrates two wins at SAISC’s Steel Awards,https://www.smec.com/media-release/smec-south-africa-celebrates-two-wins-at-saiscs-steel-awards/,https://www.smec.com/wp-content/uploads/2022/10/SMEC-South-Africa-celebrates-two-wins-at-SAISCs-Steel-Awards.jpg,"Oct 27, 2020"
"Supporting Water Resilience in New South Wales, Australia",https://www.smec.com/general/supporting-water-resilience-in-new-south-wales-australia/,https://www.smec.com/wp-content/uploads/2022/10/Supporting-Water-Resilience-in-New-South-Wales-Australia.jpg,"Oct 26, 2020"
Don’t miss our latest highlights in Q3 SMEC NEWS,https://www.smec.com/general/dont-miss-our-latest-highlights-in-q3-smec-news/,https://www.smec.com/wp-content/uploads/2022/10/Dont-miss-our-latest-highlights-in-Q3-SMEC-NEWS.jpg,"Oct 19, 2020"
SMEC Australia Board welcomes new Director,https://www.smec.com/general/smec-australia-board-welcomes-new-director/,https://www.smec.com/wp-content/uploads/2022/10/SMEC-Australia-Board-welcomes-new-Director.jpg,"Oct 1, 2020"
SMEC celebrates multiple award wins,https://www.smec.com/general/smec-celebrates-multiple-award-wins/,https://www.smec.com/wp-content/uploads/2022/10/SMEC-celebrates-multiple-award-wins.jpg,"Sep 22, 2020"
SMEC-designed New Intercity Fleet Maintenance Facility ready for new rolling stock,https://www.smec.com/general/smec-designed-new-intercity-fleet-maintenance-facility-ready-for-new-rolling-stock/,https://www.smec.com/wp-content/uploads/2022/10/SMEC-designed-New-Intercity-Fleet-Maintenance-Facility-ready-for-new-rolling-stock.jpg,"Sep 21, 2020"
An electrifying success in Karnataka,https://www.smec.com/general/an-electrifying-success-in-karnataka/,https://www.smec.com/wp-content/uploads/2022/10/An-electrifying-success-in-Karnataka.jpg,"Sep 14, 2020"
Top global award for Sydney Metro Northwest project,https://www.smec.com/media-release/top-global-award-for-sydney-metro-northwest-project/,https://www.smec.com/wp-content/uploads/2022/10/Top-global-award-for-Sydney-Metro-Northwest-project.jpg,"Sep 11, 2020"
Surbana Jurong and SMEC deliver updated Master Plan for Kigali 2050,https://www.smec.com/general/surbana-jurong-and-smec-deliver-updated-master-plan-for-kigali-2050/,https://www.smec.com/wp-content/uploads/2022/10/Surbana-Jurong-and-SMEC-deliver-updated-Master-Plan-for-Kigali-2050.jpg,"Sep 8, 2020"
SMEC and OCG renew successful partnership,https://www.smec.com/general/smec-and-ocg-renew-successful-partnership/,https://www.smec.com/wp-content/uploads/2022/10/SMEC-and-OCG-renew-successful-partnership.jpg,"Aug 23, 2020"
SMEC designs transport links for crucial seaport in Georgia,https://www.smec.com/general/smec-designs-transport-links-for-crucial-seaport-in-georgia/,https://www.smec.com/wp-content/uploads/2022/10/SMEC-designs-transport-links-for-crucial-seaport-in-Georgia.jpg,"Aug 19, 2020"
Rail Safety Week – a shared responsibility,https://www.smec.com/general/rail-safety-week-a-shared-responsibility/,https://www.smec.com/wp-content/uploads/2022/10/Rail-Safety-Week-%E2%80%93-a-shared-responsibility.jpg,"Aug 12, 2020"
SMEC leads successful approval of Victorian Waste-to-Energy Plant,https://www.smec.com/general/smec-leads-successful-approval-of-victorian-waste-to-energy-plant/,https://www.smec.com/wp-content/uploads/2022/10/SMEC-leads-successful-approval-of-Victorian-Waste-to-Energy-Plant.jpg,"Aug 10, 2020"
Latest highlights in Q2 SMEC News,https://www.smec.com/general/latest-highlights-in-q2-smec-news/,https://www.smec.com/wp-content/uploads/2022/10/Latest-highlights-in-Q2-SMEC-News.jpg,"Aug 9, 2020"
SMEC engaged for engineering role on Kundah Pumped Storage Hydroelectric Project,https://www.smec.com/general/smec-engaged-for-engineering-role-on-kundah-pumped-storage-hydroelectric-project/,https://www.smec.com/wp-content/uploads/2022/10/SMEC-engaged-for-engineering-role-on-Kundah-Pumped-Storage-Hydroelectric-Project.jpg,"Aug 6, 2020"
Applying university studies to solve real world challenges,https://www.smec.com/general/applying-university-studies-to-solve-real-world-challenges/,https://www.smec.com/wp-content/uploads/2022/10/Applying-university-studies-to-solve-real-world-challenges.jpg,"Jul 28, 2020"
Enhancing education and employability in Malawi,https://www.smec.com/general/enhancing-education-and-employability-in-malawi/,https://www.smec.com/wp-content/uploads/2022/10/Enhancing-education-and-employability-in-Malawi.jpg,"Jul 28, 2020"
SMEC commences Warringah Freeway Upgrade Site Investigations,https://www.smec.com/general/smec-commences-warringah-freeway-upgrade-site-investigations/,https://www.smec.com/wp-content/uploads/2022/10/SMEC-commences-Warringah-Freeway-Upgrade-Site-Investigations.jpg,"Jul 23, 2020"
Logashri Sewnarain appointed CEO of SMEC South Africa,https://www.smec.com/general/logashri-sewnarain-appointed-ceo-of-smec-south-africa/,https://www.smec.com/wp-content/uploads/2022/10/Logashri-Sewnarain-appointed-CEO-of-SMEC-South-Africa.jpg,"Jul 19, 2020"
SMEC wins another hydropower project in Nepal,https://www.smec.com/general/smec-wins-another-hydropower-project-in-nepal/,https://www.smec.com/wp-content/uploads/2022/10/SMEC-wins-another-hydropower-project-in-Nepal.jpg,"Jul 16, 2020"
SMEC continues work to improve road safety on Denny Avenue Level Crossing Removal project,https://www.smec.com/general/smec-continues-work-to-improve-road-safety-on-denny-avenue-level-crossing-removal-project/,https://www.smec.com/wp-content/uploads/2022/10/SMEC-continues-work-to-improve-road-safety-on-Denny-Avenue-Level-Crossing-Removal-project.jpg,"Jul 8, 2020"
Improving road connections in Georgia from East to West,https://www.smec.com/general/improving-road-connections-in-georgia-from-east-to-west/,https://www.smec.com/wp-content/uploads/2022/10/Improving-road-connections-in-Georgia-from-East-to-West.jpg,"Jul 8, 2020"
